K05N76Q 18.8   0.15 K1014 133.24700  172.06293  145.78796    5.10317  0.2331807  0.30804975   2.1713116  3 E2010-C46    28   3 2002-2008 0.24 M-v 38h MPC        0000          2005 NQ76          20080701
K05P18A 17.7   0.15 K1014 104.03624  115.80315  202.43106    3.80505  0.1540042  0.28719021   2.2752177  1 E2010-C46    59   4 2005-2009 0.33 M-v 38h MPC        0000          2005 PA18          20091217
K05P20A 17.6   0.15 K1014  98.62440  326.01697  331.84809    1.67176  0.2128233  0.27607205   2.3359009  0 E2010-C46    42   4 1998-2009 0.35 M-v 38h MPC        0000          2005 PA20          20091108
K05Q16Z 16.5   0.15 K1014 350.95491  192.57697  146.87912    3.99783  0.1016031  0.21519510   2.7579166  3 E2010-C46    34   3 1994-2008 0.38 M-v 38h MPC        0000          2005 QZ16          20080505
K05Q44R 17.0   0.15 K1014  96.08483  204.50412  143.78404    6.28430  0.2200701  0.28988926   2.2610733  1 E2010-C46    57   4 2005-2010 0.50 M-v 38h MPC        0000          2005 QR44          20100108
K05QG3K 17.8   0.15 K1014  66.81769  270.24325   66.64170    3.00279  0.2296885  0.26392670   2.4070244  3 E2010-C46    31   2 2005-2009 0.42 M-v 38h MPC        0000          2005 QK163         20091023
K05QH3E 16.9   0.15 K1014  58.36561   70.39501  342.41011    7.56529  0.2059202  0.28762856   2.2729055  3 E2010-C46    70   2 2005-2010 0.56 M-v 38h MPC        0000          2005 QE173         20100123
K05QI1G 18.0   0.15 K1014  53.56195  255.21683  104.35662    2.30265  0.1860962  0.26517882   2.3994414  3 E2010-C46    26   2 2005-2009 0.42 M-v 38h MPC        0000          2005 QG181         20091123
K05R15V 16.9   0.15 K1014 318.47575   21.38431  350.14133    6.16472  0.0306947  0.21656713   2.7462561  3 E2010-C46    32   3 1996-2008 0.35 M-v 38h MPC        0000          2005 RV15          20080505
K05S06M 17.1   0.15 K1014  73.03867  315.99441  327.28825    3.04313  0.1582961  0.22449719   2.6811973  2 E2010-C46    45   3 2005-2009 0.35 M-v 38h MPC        0000          2005 SM6           20090922
K05S12F 17.4   0.15 K1014  61.20506   76.39891  332.10547    2.94233  0.1664779  0.28748738   2.2736496  1 E2010-C46    64   4 2000-2010 0.55 M-v 38h MPC        0000          2005 SF12          20100105
K05S28S 16.0   0.15 K1014 237.17615  200.41776  218.27800    8.95129  0.0917714  0.17510423   3.1642561  2 E2010-C46    30   3 1999-2008 0.25 M-v 38h MPC        0000          2005 SS28          20080505
K05S29G 17.3   0.15 K1014 122.51497   46.01440  227.92764    4.94825  0.1751277  0.25890117   2.4380730  3 E2010-C46    33   3 2005-2009 0.33 M-v 38h MPC        0000          2005 SG29          20091119
K05S33F 18.5   0.15 K1014  58.53287  313.19829   72.18468    3.07723  0.2052880  0.27186010   2.3599659  3 E2010-C46    29   2 2005-2009 0.41 M-v 38h MPC        0000          2005 SF33          20091227
K05S35D 18.0   0.15 K1014 101.58682  180.10990  148.28520    3.28908  0.2248661  0.27716375   2.3297631  3 E2010-C46    33   2 2005-2008 0.22 M-v 38h MPC        0000          2005 SD35          20080514
